"_id","authentication","birthday","brief_introduction","city","crawl_time","fans_num","follows_num","gender","labels","nick_name","province","sentiment","sex_orientation","tweets_num","vip_level"
"1646531292",,"1990-10-11","人间不值得，但我都想包容。",,"1610414663","986","936","女","强迫症偏执狂,病态占有欲,多重人格","你二弟的工作服掉了","广西",,,"24287","：未开通"
"6272209285","B站up主 泛科普视频自媒体","天秤座","恩，我就是b站那个科普鬼的up主",,"1610414663","217957","77","男",,"田乱宇","贵州",,,"361","：未开通"
"6824193677",,,,"南宁","1610414664","22","470","男",,"青树_啦啦啦_","广西",,,"1724","：未开通"
"2985247334",,,,"杨浦区","1610414665","200","192","女","美食","Simon的Sasa","上海",,,"2317","：未开通"
"2709155475",,"摩羯座","2018年有点烦！喂！！你能不能别烦啊！！！","中山","1610414668","168","753","女","娱乐,文艺,旅游","瓶颈真心烦","广东",,,"1449","：未开通"
"5712948319",,,"割割巨瘤，资本至上","佛山","1610414669","501","54","女",,"227大团结","广东",,,"621","：未开通"
"6379895669",,,"呸",,"1610414670","21","64","女",,"夜升鼓","北京",,,"115","：未开通"
"6405519091",,"水瓶座","骗婚gay赶紧死，坦克，极端废婚女权，反dy，雷xz，纸性恋，利己主义者，无情的转发机器，时臣保护协会会员",,"1610414670","45","309","女","最爱钢铁侠,美强党","call酱的腰部挂件马克","吉林",,,"3885","：未开通"
"5718898301",,"1998-12-12","我超喜欢你，向众神发誓",,"1610414674","16137","394","女","美食","夏方思","上海",,,"38739","：6级"
"2261567092",,"0001-00-00","用不用这么自私啊……受不了","深圳","1610414675","480","351","男","夜猫族,爱玩爱闹,腐","嘻嘻_你好吗","广东",,,"12839","：未开通"
"2273255963",,"1990-06-25",,"安康","1610414675","76","147","男","美食,美图摄影,搞笑幽默","ow瑾瑜wo","陕西",,,"1400","：未开通"
"6092321612",,"1997-10-28","自带显微镜磕糖/爱吃源石虫的刀客塔/elsanan一生推/长颈鹿",,"1610414676","55","497","女",,"liuyu遛鱼六鱼溜","广东",,,"1883","：1级"
"2450065707",,,,,"1610414680","397","1189","男",,"子义007","澳门",,,"16265","：未开通"
"1804974073",,"0001-00-00",,,"1610414681","327","3853","男","旅游,美食","王大大_007","其他",,,"13685","：未开通"
"6212103740",,"双子座","I can't do it.",,"1610414681","76","154","男",,"Landmesser","海外",,,"842","：未开通"
"6493331291",,,,,"1610414682","77","100","男",,"饥渴的深海鱼","其他",,,"901","：未开通"
"1462532475",,,"标榜道义与科学","海淀区","1610414686","4677","178","男",,"夕拾朝花2010","北京",,,"18540","：未开通"
"1898024952",,,,"长宁区","1610414686","812","992","女",,"素衣素食","上海",,,"10514","：未开通"
"3171670052",,"0001-00-00",,"惠州","1610414687","356","1587","男","教育就业,游戏动漫","鹅城桥西","广东",,,"2152","：未开通"
"3744106293",,"1982-03-05",,"新乡","1610414688","82","402","女","美食","爱看电视的双鱼座","河南",,,"1696","：1级"
